"","Category","Subcategory","Attribute","SubAttribute","MicroAttribute","Measurement","Value","Bil_Dols","Value_Type","Year"
"529","Water transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Water transportation_MA","Digital Economy Real Gross Output by Industry",8,0.008,"[Millions of chained (2017) dollars]",2017
"530","Transit and ground passenger transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Transit and ground passenger transportation_MA","Digital Economy Real Gross Output by Industry",2,0.002,"[Millions of chained (2017) dollars]",2019
"531","Transit and ground passenger transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Transit and ground passenger transportation_MA","Digital Economy Real Gross Output by Industry",2,0.002,"[Millions of chained (2017) dollars]",2020
"532","Transit and ground passenger transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Transit and ground passenger transportation_MA","Digital Economy Real Gross Output by Industry",1,0.001,"[Millions of chained (2017) dollars]",2017
"533","Transit and ground passenger transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Transit and ground passenger transportation_MA","Digital Economy Real Gross Output by Industry",1,0.001,"[Millions of chained (2017) dollars]",2018
"534","Truck transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Truck transportation_MA","Digital Economy Real Gross Output by Industry",13166,13.166,"[Millions of chained (2017) dollars]",2022
"535","Truck transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Truck transportation_MA","Digital Economy Real Gross Output by Industry",12342,12.342,"[Millions of chained (2017) dollars]",2021
"536","Truck transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Truck transportation_MA","Digital Economy Real Gross Output by Industry",11446,11.446,"[Millions of chained (2017) dollars]",2020
"537","Truck transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Truck transportation_MA","Digital Economy Real Gross Output by Industry",10458,10.458,"[Millions of chained (2017) dollars]",2018
"538","Truck transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Truck transportation_MA","Digital Economy Real Gross Output by Industry",10317,10.317,"[Millions of chained (2017) dollars]",2019
"539","Truck transportation","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Truck transportation_MA","Digital Economy Real Gross Output by Industry",10270,10.27,"[Millions of chained (2017) dollars]",2017
"540","Warehousing and storage","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Warehousing and storage_MA","Digital Economy Real Gross Output by Industry",311,0.311,"[Millions of chained (2017) dollars]",2022
"541","Warehousing and storage","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Warehousing and storage_MA","Digital Economy Real Gross Output by Industry",257,0.257,"[Millions of chained (2017) dollars]",2020
"542","Warehousing and storage","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Warehousing and storage_MA","Digital Economy Real Gross Output by Industry",215,0.215,"[Millions of chained (2017) dollars]",2019
"543","Warehousing and storage","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Warehousing and storage_MA","Digital Economy Real Gross Output by Industry",210,0.21,"[Millions of chained (2017) dollars]",2021
"544","Warehousing and storage","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Warehousing and storage_MA","Digital Economy Real Gross Output by Industry",154,0.154,"[Millions of chained (2017) dollars]",2018
"545","Warehousing and storage","Private industries_SC","Transportation and warehousing_A","Transportation and warehousing_SA","Warehousing and storage_MA","Digital Economy Real Gross Output by Industry",133,0.133,"[Millions of chained (2017) dollars]",2017
"546","Transportation and warehousing","Private industries_SC","Transportation and warehousing_TOTAL_A","Transportation and warehousing_TOTAL_SA","Transportation and warehousing_TOTAL_MA","Digital Economy Real Gross Output by Industry",15755,15.755,"[Millions of chained (2017) dollars]",2022
"547","Transportation and warehousing","Private industries_SC","Transportation and warehousing_TOTAL_A","Transportation and warehousing_TOTAL_SA","Transportation and warehousing_TOTAL_MA","Digital Economy Real Gross Output by Industry",14419,14.419,"[Millions of chained (2017) dollars]",2021
"548","Transportation and warehousing","Private industries_SC","Transportation and warehousing_TOTAL_A","Transportation and warehousing_TOTAL_SA","Transportation and warehousing_TOTAL_MA","Digital Economy Real Gross Output by Industry",13516,13.516,"[Millions of chained (2017) dollars]",2020
"549","Transportation and warehousing","Private industries_SC","Transportation and warehousing_TOTAL_A","Transportation and warehousing_TOTAL_SA","Transportation and warehousing_TOTAL_MA","Digital Economy Real Gross Output by Industry",12115,12.115,"[Millions of chained (2017) dollars]",2019
"550","Transportation and warehousing","Private industries_SC","Transportation and warehousing_TOTAL_A","Transportation and warehousing_TOTAL_SA","Transportation and warehousing_TOTAL_MA","Digital Economy Real Gross Output by Industry",11974,11.974,"[Millions of chained (2017) dollars]",2018
"551","Transportation and warehousing","Private industries_SC","Transportation and warehousing_TOTAL_A","Transportation and warehousing_TOTAL_SA","Transportation and warehousing_TOTAL_MA","Digital Economy Real Gross Output by Industry",11660,11.66,"[Millions of chained (2017) dollars]",2017
"552","Utilities","Private industries_SC","Utilities_TOTAL_A","Utilities_TOTAL_SA","Utilities_TOTAL_MA","Digital Economy Real Gross Output by Industry",837,0.837,"[Millions of chained (2017) dollars]",2017
"553","Utilities","Private industries_SC","Utilities_TOTAL_A","Utilities_TOTAL_SA","Utilities_TOTAL_MA","Digital Economy Real Gross Output by Industry",832,0.832,"[Millions of chained (2017) dollars]",2018
"554","Utilities","Private industries_SC","Utilities_TOTAL_A","Utilities_TOTAL_SA","Utilities_TOTAL_MA","Digital Economy Real Gross Output by Industry",818,0.818,"[Millions of chained (2017) dollars]",2019
"555","Utilities","Private industries_SC","Utilities_TOTAL_A","Utilities_TOTAL_SA","Utilities_TOTAL_MA","Digital Economy Real Gross Output by Industry",806,0.806,"[Millions of chained (2017) dollars]",2021
"556","Utilities","Private industries_SC","Utilities_TOTAL_A","Utilities_TOTAL_SA","Utilities_TOTAL_MA","Digital Economy Real Gross Output by Industry",806,0.806,"[Millions of chained (2017) dollars]",2022
"557","Utilities","Private industries_SC","Utilities_TOTAL_A","Utilities_TOTAL_SA","Utilities_TOTAL_MA","Digital Economy Real Gross Output by Industry",721,0.721,"[Millions of chained (2017) dollars]",2020
"558","Wholesale trade","Private industries_SC","Wholesale trade_A","Wholesale trade_SA","Wholesale trade_MA","Digital Economy Real Gross Output by Industry",764819,764.819,"[Millions of chained (2017) dollars]",2022
"559","Wholesale trade","Private industries_SC","Wholesale trade_A","Wholesale trade_SA","Wholesale trade_MA","Digital Economy Real Gross Output by Industry",752012,752.012,"[Millions of chained (2017) dollars]",2021
"560","Wholesale trade","Private industries_SC","Wholesale trade_A","Wholesale trade_SA","Wholesale trade_MA","Digital Economy Real Gross Output by Industry",718101,718.101,"[Millions of chained (2017) dollars]",2018
"561","Wholesale trade","Private industries_SC","Wholesale trade_A","Wholesale trade_SA","Wholesale trade_MA","Digital Economy Real Gross Output by Industry",713062,713.062,"[Millions of chained (2017) dollars]",2019
"562","Wholesale trade","Private industries_SC","Wholesale trade_A","Wholesale trade_SA","Wholesale trade_MA","Digital Economy Real Gross Output by Industry",706658,706.658,"[Millions of chained (2017) dollars]",2017
"563","Wholesale trade","Private industries_SC","Wholesale trade_A","Wholesale trade_SA","Wholesale trade_MA","Digital Economy Real Gross Output by Industry",702128,702.128,"[Millions of chained (2017) dollars]",2020
